"","session","auditrate","taxrate","period","subject","sujeto","group","grupo","profit","ncorrectret","profitret","declared","deduction","totaldeduction","cheat","type","audited","fine","deductionsgroup","receivedfromgroup","taxrateproposed","ncorrectsum","groupdg","profitdg","proposerdg","offerdg","age_subject","gender","trust","ideology","income","publictransport","taxes","drivingfast","moneyfound","lying","accidentaldamage","litter","drivingalcohol","jobapplication","buyingstolen","profitriskav","dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","dec10","hljump","safechoices","guessm2","guessm3","rankincome","lowincome","chile","init_pred","avg_pred","pred_correct","realdie","digitaldie","digitaldielie","lastroll","timeokdeclareok","subj_id","country","sess_code","totalprofit","timeokinitialinfook","timeokretaddingok","timeokresultsok","sess_id","audit","pred0","pred1","pred2","tax_20","tax_30","timedictator","timeokinicialriskaversionok","timeokloteriasok","lendmoney","lendstuff","dooropen","trustworthy","redistrib1","redistrib2","redistrib3","redistrib4","redistrib5","redistrib6","anx1","anx2","anx3","anx4","econself","nosecure","econcountrypers","econselfpers","digitaldie_actual","timeactualdiceok","timedigitaldiceok","econlosejob","own1","own2","own3","own4","own5","own6","own7","subjectivestatus2","norms","subjectivestatus1","own8","declared_frac","russia","oxford","shock","status","ncorrect_subjav","ncorrect_countrymed","ability_high","hh","amax","period1","c1","c2","c3","c4","c5","c6","c7","c8","c9","father_educ1","mother_educ1","family1","employment1","a51","b11","b21","b31","b41","b51","b61","b71","b81","social_active","parents_edhigh","grades_rating","grades_total","grades_calculus","grades_eligible","grades_relrating_inv","nosibling","T10","T20","T30","T40","T50","EndT","AR0","AR30","AR70","AR100","percevaded","difsalaries","highsalary","receiveshock","cost_comply","perform_high","non_fixed","subj_id1","avg_RET","treatment","treatment_lab","treatment2","treatment2_lab","HighTax"
"18908",101,0,10,8,6,NA,2,NA,NA,12,1800,0,0,0,1,NA,0,0,122,NA,NA,NA,3,1000,1,0,19,1,0,6,5,3,3,3,3,3,3,2,1,2,2,NA,0,0,0,0,0,0,0,0,0,1,NA,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,10106,"Russia","131209_1338","15947.375",NA,0,30,1,0,NA,NA,NA,0,0,24,28,-41,3,2,4,2,1,1,2,1,1,3,1,1,2,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1327064037323,NA,NA,0,1,0,0,0,12.8000001907349,11.0500001907349,1,10,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,180,1,0,10106,13.3999996185303,1,"Baseline",1,"Baseline",0
"20619",108,30,20,9,3,NA,1,NA,NA,15,2250,2250,450,450,0,NA,1,0,1555,NA,NA,NA,2,1000,1,0,18,1,0,7,2,2,3,3,3,3,3,2,2,3,3,NA,0,0,0,0,0,0,0,0,0,1,NA,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,10803,"Russia","141128_1512","18449.75",NA,2,30,8,1,NA,NA,NA,1,0,22,29,-70,2,2,3,2,1,0,3,0,3,0,0,2,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76928520202637,NA,NA,1,1,0,0,0,NA,NA,0,10,30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,450,1,0,10803,15.6999998092651,4,"Redistribution",6,"Redistribution",1
"22491",115,10,30,1,5,NA,4,NA,NA,10,1500,500,NA,NA,1,NA,0,0,NA,NA,NA,NA,4,0,0,300,21,1,0,7,5,2,1,2,1,1,1,1,2,1,1,NA,0,0,0,0,1,1,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,5,6,1,NA,24,11505,"Russia","170126_1419","1466.25",18,2,21,15,1,NA,NA,NA,0,1,-31,27,-121,2,3,4,2,2,1,3,1,3,1,NA,NA,NA,NA,3,3,2,1,6,4,-27,0,4,3,4,4,2,6,4,5,1.52981114387512,-0.403314918279648,5,0.333333343267441,1,0,0,0,NA,NA,0,5,10,11,1,1,7,1,10,10,6,7,3,4,5,"Yes, I am the oldest sibling","Yes, work part-time","No","No","4-5 people",4,"1-2 times a month","1-3 hours par day","No",3,"Several times a year",-0.690091490745544,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0.666666686534882,NA,NA,NA,450,0,0,11505,9.80000019073486,1,"Baseline",1,"Baseline",1
"7351",17,100,20,7,12,368,3,92,2115,10,2000,2000,400,400,0,1,1,0,2060,515,NA,10,7,300,0,500,21,0,1,3,89,1,1,2,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26,17368,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,1,1,NA,400,0,0,NA,10.8999996185303,2,"Status",3,"Status (High)",1
"17883",48,20,30,3,7,895,1,223,911.25,11,1650,10,3,1315,1,-1,1,820,2305,576.25,-1,11,4,600,1,400,20,0,0,6,16,3,1,1,4,3,1,1,1,3,3,1.60000002384186,0,0,0,0,0,0,0,0,1,1,9,8,-1,-1,-1,-1,1,2,2.66666674613953,0.333333343267441,2,5,0,2,28,48895,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.993939399719238,0,NA,NA,495,1,1,NA,9.10000038146973,5,"Non-fixed",7,"Non-fixed",1
"22751",116,10,30,1,2,NA,1,NA,NA,17,3000,1000,NA,NA,1,1,0,0,NA,NA,NA,NA,3,50,0,100,21,1,1,9,7,3,4,3,4,4,2,1,1,2,3,NA,0,0,0,0,0,0,0,0,1,1,NA,8,NA,NA,NA,NA,0,NA,NA,NA,6,6,0,NA,16,11602,"Russia","170126_1637","",24,0,26,16,1,NA,NA,NA,0,1,16,30,-66,3,3,4,3,1,0,4,0,4,1,NA,NA,NA,NA,2,3,2,1,-1,-19,-40,1,4,4,3,3,3,7,6,6,-1.38489365577698,0.320218712091446,6,0.333333343267441,1,0,1,0,NA,NA,0,9,10,11,1,4,7,7,9,9,7,1,8,3,4,"Yes, I am the oldest sibling","Yes, work occasionally","Don't know","No","4-5 people",4,"Several times per year","More than 3 hours per day","Yes",2,"Several times a year",0.031289879232645,0,246,304,6,1,0.191419139504433,0,0,0,1,0,0,0,0,0,0,0,0.666666686534882,NA,NA,1,900,1,0,11602,14.6499996185303,3,"Shock",5,"Shock (Yes)",1
"15717",42,0,30,9,2,786,2,198,1717.5,11,1650,0,0,0,1,-1,0,0,270,67.5,-1,11,2,500,0,500,30,1,1,4,8,2,1,2,1,2,1,1,2,2,1,1.60000002384186,0,0,0,0,1,1,1,1,1,1,5,4,-1,-1,-1,-1,0,4,3.66666674613953,0.666666686534882,6,4,0,4,27,42786,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,NA,NA,495,1,1,NA,11.5,5,"Non-fixed",7,"Non-fixed",1
"21114",110,10,10,4,16,NA,3,NA,NA,17,3000,3000,300,300,0,1,1,0,730,NA,NA,NA,6,800,1,200,18,1,0,5,4,3,2,2,1,3,2,2,1,3,1,NA,0,0,0,0,1,1,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,6,5,1,NA,-1,11016,"Russia","170119_1422","8883.75",NA,0,25,10,1,NA,NA,NA,0,0,-94,27,-120,3,3,4,3,2,1,1,1,1,0,NA,NA,NA,NA,1,2,2,1,5,-6,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.0852551907300949,NA,NA,1,1,0,1,0,NA,NA,0,5,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,289,4,0,0.614583313465118,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,300,1,0,11016,14.5,3,"Shock",5,"Shock (Yes)",0
"11290",27,0,30,5,9,565,3,142,830,8,800,800,240,240,0,2,0,0,1080,270,-1,8,9,990,1,10,19,1,0,9,88,2,1,3,4,3,1,1,1,3,2,3.84999990463257,0,0,0,0,0,1,1,1,1,1,6,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,27565,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,0,240,0,0,NA,9.35000038146973,3,"Shock",4,"Shock (No)",1
"1272",3,100,30,2,16,64,2,14,2021.25,14,2100,2100,630,630,0,NA,1,0,2205,551.25,NA,14,8,1000,1,0,21,1,0,2,11,3,1,3,3,3,1,1,1,3,3,1.60000002384186,0,0,0,0,0,0,0,0,1,1,9,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,364,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,630,1,0,NA,11.3999996185303,1,"Baseline",1,"Baseline",1
"15626",41,10,20,5,10,782,3,196,1487.5,10,1500,500,100,100,1,-1,0,0,350,87.5,-1,10,3,300,0,500,19,1,1,4,10,2,1,2,3,3,2,2,1,2,1,0.100000001490116,0,0,0,0,1,1,1,1,1,1,5,4,-1,-1,-1,-1,0,3,3,0.666666686534882,2,6,0,6,25,41782,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.666666686534882,0,NA,NA,300,0,1,NA,9.89999961853027,5,"Non-fixed",7,"Non-fixed",1
"293",1,100,10,1,15,15,5,5,2373.75,16,2400,2400,240,240,0,NA,1,0,855,213.75,NA,16,4,500,1,500,26,1,0,5,88,1,1,1,2,3,1,1,1,2,1,3.84999990463257,1,1,1,1,0,0,0,0,0,0,1,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,115,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,240,1,0,NA,14.3500003814697,1,"Baseline",1,"Baseline",0
"8058",19,100,10,4,11,403,3,101,2695.5,19,2850,2850,285,285,0,NA,1,0,870,130.5,NA,19,8,1000,1,0,19,0,1,3,10,3,1,3,3,3,3,1,1,2,1,1.60000002384186,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,28,19403,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,285,1,0,NA,20.5499992370605,4,"Redistribution",6,"Redistribution",0
"21687",112,0,10,7,13,NA,1,NA,NA,11,1100,0,0,0,1,2,0,0,60,NA,NA,NA,2,1000,1,0,20,1,0,2,8,2,1,2,3,2,1,2,2,4,3,NA,0,0,0,0,1,1,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,6,6,0,NA,29,11213,"Russia","170120_1341","8005",NA,0,29,12,0,NA,NA,NA,0,0,16,29,-93,3,3,4,2,4,0,3,1,1,0,NA,NA,NA,NA,2,3,1,1,2,-7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.646332442760468,NA,NA,0,1,0,0,0,11.3999996185303,11.0500001907349,1,5,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,NA,0,NA,110,1,0,11213,12.0500001907349,2,"Status",2,"Status (Low)",0
"22448",115,0,30,8,3,NA,4,NA,NA,10,1500,1500,NA,NA,0,NA,0,0,NA,NA,NA,NA,7,600,1,400,22,1,1,6,3,2,1,2,1,1,1,2,2,2,1,NA,1,1,1,1,0,1,1,1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,5,1,1,NA,26,11503,"Russia","170126_1419","7446.375",NA,2,26,15,0,NA,NA,NA,0,1,-56,28,-83,3,3,4,3,1,0,2,0,4,0,NA,NA,NA,NA,2,3,3,1,1,1,-9,1,4,5,4,4,4,6,6,7,0.927025198936462,-0.0899911820888519,7,1,1,0,0,0,7.5,11.0500001907349,0,1,10,8,9,9,1,9,10,10,10,10,10,4,5,"Yes, I am the youngest sibling","No","No","1 razryad or above","4-5 people",2,"Several times per year","0.5-1 hour per day","No",2,"1-2 times a month",2.07992720603943,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,450,0,0,11503,7.65000009536743,1,"Baseline",1,"Baseline",1
"10575",25,0,10,7,9,529,3,133,2300,10,2300,0,0,0,1,1,0,0,0,0,-1,10,8,400,0,0,24,1,1,3,1,2,2,2,3,3,2,3,2,2,3,2,0,0,0,0,0,0,0,1,1,1,8,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26,25529,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,NA,1,230,0,0,NA,10.8500003814697,3,"Shock",5,"Shock (Yes)",0
"8404",20,0,20,3,5,421,2,106,1671,11,1650,0,0,0,1,NA,0,0,60,21,NA,11,7,0,0,500,24,1,0,2,1,2,1,3,3,2,1,1,1,1,2,0.100000001490116,0,0,0,0,1,1,1,0,1,1,5,5,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,28,20421,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,330,1,0,NA,13,4,"Redistribution",6,"Redistribution",1
"8561",20,0,20,10,13,429,4,108,2400,16,2400,0,0,0,1,NA,0,0,0,0,NA,16,9,1000,1,0,19,0,1,5,11,1,1,2,3,3,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,29,20429,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,480,1,0,NA,15.5500001907349,4,"Redistribution",6,"Redistribution",1
"11786",28,0,10,9,14,590,2,146,3046.25,11,2950,0,0,0,1,1,0,0,385,96.25,-1,11,1,500,1,500,32,0,1,5,16,2,2,3,3,3,2,1,1,2,1,0.100000001490116,0,0,0,1,1,1,1,1,1,1,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,28590,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,NA,1,295,1,0,NA,10.6000003814697,3,"Shock",5,"Shock (Yes)",0
"20882",110,0,10,2,5,NA,4,NA,NA,5,500,100,10,10,1,2,0,0,220,NA,NA,NA,7,700,1,300,21,0,0,5,5,2,2,2,3,1,2,1,1,1,1,NA,0,0,0,0,1,0,0,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,4,3,0,NA,24,11005,"Russia","170119_1422","1501.25",NA,0,22,10,0,NA,NA,NA,0,0,21,30,-46,3,0,3,3,3,1,2,1,3,0,NA,NA,NA,NA,3,2,3,3,-1,4,18,1,NA,NA,NA,NA,NA,NA,NA,NA,1.12763869762421,NA,NA,0.200000002980232,1,0,1,0,8.39999961853027,11.0500001907349,0,5,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.800000011920929,NA,NA,0,50,0,0,11005,9.35000038146973,3,"Shock",4,"Shock (No)",0
"20934",110,10,10,4,7,NA,3,NA,NA,18,3100,2800,280,280,1,1,0,0,730,NA,NA,NA,4,650,1,350,20,1,0,3,8,2,1,2,1,2,1,1,1,1,1,NA,0,0,0,0,0,0,0,1,1,1,NA,7,NA,NA,NA,NA,0,NA,NA,NA,6,2,1,NA,11,11007,"Russia","170119_1422","9108.75",NA,5,25,10,1,NA,NA,NA,0,0,18,27,-61,3,3,4,2,2,1,2,1,4,1,NA,NA,NA,NA,1,3,2,2,2,-5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,1.7141979932785,NA,NA,0.903225779533386,1,0,1,0,NA,NA,0,8,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68,10,1,1,NA,1,0,0,0,0,0,0,0,0,0,0.0967741906642914,NA,NA,1,310,1,0,11007,16.2999992370605,3,"Shock",5,"Shock (Yes)",0
"14510",37,10,10,6,14,726,1,179,2497.75,18,2700,2700,270,270,0,-1,0,0,271,67.75,-1,18,6,500,1,500,25,1,1,2,3,1,1,2,3,2,1,1,1,4,1,3.84999990463257,0,0,0,1,1,1,1,1,1,1,4,3,-1,-1,-1,-1,0,1,2,0.666666686534882,4,3,0,3,26,37726,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,270,1,1,NA,13.75,5,"Non-fixed",7,"Non-fixed",0
"8426",20,100,20,5,6,422,2,106,2049.75,11,1650,1650,330,330,0,NA,1,0,2085,729.75,NA,11,5,1000,1,0,19,0,0,7,15,2,1,3,4,3,1,1,1,1,1,0.100000001490116,0,0,0,0,1,1,1,1,1,1,5,4,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,20422,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,330,1,0,NA,13.6000003814697,4,"Redistribution",6,"Redistribution",1
"16882",45,0,30,4,5,845,5,215,626.25,3,450,450,135,135,0,-1,0,0,1245,311.25,-1,3,10,400,0,500,18,1,1,5,9,3,1,3,3,3,1,1,1,3,2,0.100000001490116,0,0,0,0,0,0,1,1,1,0,7,7,-1,-1,-1,-1,1,3,2.66666674613953,0.666666686534882,4,1,0,1,27,45845,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,135,0,1,NA,6.80000019073486,5,"Non-fixed",7,"Non-fixed",1
"13891",35,10,20,1,7,695,3,175,888.25,6,900,600,120,120,1,-1,0,0,433,108.25,-1,6,3,500,0,200,20,0,1,1,2,3,2,3,3,1,1,1,1,3,3,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,35695,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0.333333343267441,0,NA,NA,180,0,0,NA,6.90000009536743,1,"Baseline",1,"Baseline",1
"12617",31,0,10,9,3,631,1,158,1660,8,1600,0,0,0,1,1,0,0,240,60,-1,8,2,200,0,0,28,1,1,5,88,1,1,1,3,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,99,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29,31631,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,1,1,NA,160,0,0,NA,8.44999980926514,2,"Status",3,"Status (High)",0
